Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Soda,1128299,07/16/23,South,Louisiana,New Orleans,Sprite,0.95,7000,6650,2660,0.40
West Soda,1128299,07/16/23,South,Louisiana,New Orleans,Fanta,0.9,6000,5400,2160,0.40
West Soda,1128299,07/16/23,South,Louisiana,New Orleans,Powerade,0.95,6500,6175,2779,0.45
West Soda,1128299,07/16/23,South,Louisiana,New Orleans,Dasani Water,1.1,6500,7150,2503,0.35
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Coca-Cola,0.95,8500,8075,3230,0.40
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Diet Coke,0.85,8250,7013,2805,0.40
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Sprite,0.75,7000,5250,2100,0.40
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Fanta,0.75,4750,3563,1425,0.40
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Powerade,0.65,4750,3088,1389,0.45
West Soda,1128299,08/17/23,South,Louisiana,New Orleans,Dasani Water,0.7,3000,2100,735,0.35
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Coca-Cola,0.45,5000,2250,900,0.40
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Diet Coke,0.5,5000,2500,1000,0.40
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Sprite,0.45,3000,1350,540,0.40
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Fanta,0.45,2500,1125,450,0.40
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Powerade,0.55,2750,1513,681,0.45
West Soda,1128299,09/18/23,South,Louisiana,New Orleans,Dasani Water,0.4,3000,1200,420,0.35
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Coca-Cola,0.35,4000,1400,560,0.40
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Diet Coke,0.5,5750,2875,1150,0.40
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Sprite,0.45,4000,1800,720,0.40
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Fanta,0.4,3750,1500,600,0.40
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Powerade,0.5,3500,1750,788,0.45
West Soda,1128299,10/17/23,South,Louisiana,New Orleans,Dasani Water,0.55,4000,2200,770,0.35
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Coca-Cola,0.4,6250,2500,1000,0.40
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Diet Coke,0.45,7000,3150,1260,0.40
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Sprite,0.4,5250,2100,840,0.40
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Fanta,0.5,5000,2500,1000,0.40
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Powerade,0.7,4750,3325,1496,0.45
West Soda,1128299,11/17/23,South,Louisiana,New Orleans,Dasani Water,0.85,6000,5100,1785,0.35
West Soda,1128299,12/16/23,South,Louisiana,New Orleans,Coca-Cola,0.7,8000,5600,2240,0.40
West Soda,1128299,12/16/23,South,Louisiana,New Orleans,Diet Coke,0.8,8000,6400,2560,0.40
BevCo,1128299,12/16/23,South,Louisiana,New Orleans,Sprite,0.75,6000,4500,1800,0.40
BevCo,1128299,12/16/23,South,Louisiana,New Orleans,Fanta,0.75,6000,4500,1800,0.40
BevCo,1128299,12/16/23,South,Louisiana,New Orleans,Powerade,0.85,5250,4463,2008,0.45
BevCo,1128299,12/16/23,South,Louisiana,New Orleans,Dasani Water,0.9,6250,5625,1969,0.35
BevCo,1197831,01/05/23,South,Louisiana,New Orleans,Coca-Cola,0.2,6750,1350,405,0.30
BevCo,1197831,01/05/23,South,Louisiana,New Orleans,Diet Coke,0.3,6750,2025,608,0.30
BevCo,1197831,01/05/23,South,Louisiana,New Orleans,Sprite,0.3,4750,1425,428,0.30
BevCo,1197831,01/05/23,South,Louisiana,New Orleans,Fanta,0.35,4750,1663,665,0.40
BevCo,1197831,01/05/23,South,Louisiana,New Orleans,Powerade,0.4,3250,1300,325,0.25
West Soda,1197831,01/05/23,South,Louisiana,New Orleans,Dasani Water,0.35,4750,1663,748,0.45
BevCo,1197831,02/04/23,South,Louisiana,New Orleans,Coca-Cola,0.25,6250,1563,469,0.30
BevCo,1197831,02/04/23,South,Louisiana,New Orleans,Diet Coke,0.35,6000,2100,630,0.30
BevCo,1197831,02/04/23,South,Louisiana,New Orleans,Sprite,0.35,4250,1488,446,0.30
BevCo,1197831,02/04/23,West,Idaho,Boise,Fanta,0.35,3750,1313,525,0.40
BevCo,1197831,02/04/23,West,Idaho,Boise,Powerade,0.4,2500,1000,250,0.25
BevCo,1197831,02/04/23,West,Idaho,Boise,Dasani Water,0.35,4500,1575,709,0.45
BevCo,1197831,03/06/23,West,Idaho,Boise,Coca-Cola,0.3,6250,1875,656,0.35
BevCo,1197831,03/06/23,West,Idaho,Boise,Diet Coke,0.4,6250,2500,875,0.35
BevCo,1197831,03/06/23,West,Idaho,Boise,Sprite,0.3,4500,1350,473,0.35
BevCo,1197831,03/06/23,West,Idaho,Boise,Fanta,0.35,3500,1225,551,0.45
West Soda,1197831,03/06/23,West,Idaho,Boise,Powerade,0.4,2500,1000,300,0.30
West Soda,1197831,03/06/23,West,Idaho,Boise,Dasani Water,0.35,4000,1400,700,0.50
West Soda,1197831,04/05/23,West,Idaho,Boise,Coca-Cola,0.2,6500,1300,455,0.35
West Soda,1197831,04/05/23,West,Idaho,Boise,Diet Coke,0.3,6500,1950,683,0.35
West Soda,1197831,04/05/23,West,Idaho,Boise,Sprite,0.25,4750,1188,416,0.35
West Soda,1197831,04/05/23,West,Idaho,Boise,Fanta,0.3,3750,1125,506,0.45
West Soda,1197831,04/05/23,West,Idaho,Boise,Powerade,0.35,2750,963,289,0.30
West Soda,1197831,04/05/23,West,Idaho,Boise,Dasani Water,0.3,5500,1650,825,0.50
West Soda,1197831,05/05/23,West,Idaho,Boise,Coca-Cola,0.2,7000,1400,490,0.35
West Soda,1197831,05/05/23,West,Idaho,Boise,Diet Coke,0.3,7250,2175,761,0.35
West Soda,1197831,05/05/23,West,Idaho,Boise,Sprite,0.25,5750,1438,503,0.35
West Soda,1197831,05/05/23,West,Idaho,Boise,Fanta,0.35,5000,1750,788,0.45
West Soda,1197831,05/05/23,West,Idaho,Boise,Powerade,0.5,4000,2000,600,0.30
West Soda,1197831,05/05/23,West,Idaho,Boise,Dasani Water,0.45,7500,3375,1688,0.50
West Soda,1197831,06/04/23,West,Idaho,Boise,Coca-Cola,0.45,7500,3375,1181,0.35
West Soda,1197831,06/04/23,West,Idaho,Boise,Diet Coke,0.5,7500,3750,1313,0.35
West Soda,1197831,06/04/23,West,Idaho,Boise,Sprite,0.5,6000,3000,1050,0.35
West Soda,1197831,06/04/23,West,Idaho,Boise,Fanta,0.5,5500,2750,1238,0.45
West Soda,1197831,06/04/23,West,Idaho,Boise,Powerade,0.55,4500,2475,743,0.30
West Soda,1197831,06/04/23,West,Idaho,Boise,Dasani Water,0.6,8250,4950,2475,0.50
West Soda,1197831,07/06/23,West,Idaho,Boise,Coca-Cola,0.5,7750,3875,1550,0.40
West Soda,1197831,07/06/23,West,Idaho,Boise,Diet Coke,0.55,7750,4263,1705,0.40
West Soda,1197831,07/06/23,West,Idaho,Boise,Sprite,0.5,9250,4625,1850,0.40
West Soda,1197831,07/06/23,West,Idaho,Boise,Fanta,0.5,5250,2625,1313,0.50
West Soda,1197831,07/06/23,West,Idaho,Boise,Powerade,0.55,5250,2888,1011,0.35
BevCo,1197831,07/06/23,West,Idaho,Boise,Dasani Water,0.65,8000,5200,2860,0.55
BevCo,1197831,08/08/23,West,Idaho,Boise,Coca-Cola,0.5,7500,3750,1500,0.40
BevCo,1197831,08/08/23,West,Idaho,Boise,Diet Coke,0.55,7500,4125,1650,0.40
BevCo,1197831,08/08/23,West,Idaho,Boise,Sprite,0.5,9250,4625,1850,0.40
BevCo,1197831,08/08/23,West,Idaho,Boise,Fanta,0.5,4750,2375,1188,0.50
FizzyCo,1197831,08/08/23,West,Idaho,Boise,Powerade,0.55,4750,2613,914,0.35
FizzyCo,1197831,08/08/23,West,Idaho,Boise,Dasani Water,0.6,7250,4350,2393,0.55
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Coca-Cola,0.55,6750,3713,1485,0.40
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Diet Coke,0.55,6250,3438,1375,0.40
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Sprite,0.6,6750,4050,1620,0.40
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Fanta,0.6,4000,2400,1200,0.50
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Powerade,0.55,4000,2200,770,0.35
FizzyCo,1197831,09/05/23,West,Idaho,Boise,Dasani Water,0.5,6250,3125,1719,0.55
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Coca-Cola,0.4,5750,2300,920,0.40
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Diet Coke,0.4,5750,2300,920,0.40
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Sprite,0.45,5250,2363,945,0.40
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Fanta,0.45,3750,1688,844,0.50
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Powerade,0.35,3500,1225,429,0.35
FizzyCo,1197831,10/04/23,West,Idaho,Boise,Dasani Water,0.45,5250,2363,1299,0.55
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Coca-Cola,0.35,6750,2363,945,0.40
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Diet Coke,0.35,6750,2363,945,0.40
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Sprite,0.6,6000,3600,1440,0.40
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Fanta,0.6,4500,2700,1350,0.50
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Powerade,0.55,4250,2338,818,0.35
FizzyCo,1197831,11/05/23,West,Idaho,Boise,Dasani Water,0.65,6250,4063,2234,0.55
BevCo,1197831,12/04/23,West,Idaho,Boise,Coca-Cola,0.55,7750,4263,1705,0.40
BevCo,1197831,12/04/23,West,Idaho,Boise,Diet Coke,0.55,7750,4263,1705,0.40
BevCo,1197831,12/04/23,West,Idaho,Boise,Sprite,0.6,6750,4050,1620,0.40
BevCo,1197831,12/04/23,West,Idaho,Boise,Fanta,0.6,5250,3150,1575,0.50
BevCo,1197831,12/04/23,West,Idaho,Boise,Powerade,0.55,4750,2613,914,0.35
BevCo,1197831,12/04/23,West,Idaho,Boise,Dasani Water,0.65,7250,4713,2592,0.55
BevCo,1128299,01/23/23,West,Idaho,Boise,Coca-Cola,0.3,4250,1275,446,0.35
BevCo,1128299,01/23/23,West,Idaho,Boise,Diet Coke,0.4,4250,1700,680,0.40
BevCo,1128299,01/23/23,West,Idaho,Boise,Sprite,0.4,4250,1700,595,0.35
BevCo,1128299,01/23/23,West,Idaho,Boise,Fanta,0.4,2750,1100,385,0.35
BevCo,1128299,01/23/23,West,Idaho,Boise,Powerade,0.45,2250,1013,304,0.30
BevCo,1128299,01/23/23,West,Idaho,Boise,Dasani Water,0.4,4250,1700,425,0.25
BevCo,1128299,02/23/23,West,Idaho,Boise,Coca-Cola,0.3,4750,1425,499,0.35
BevCo,1128299,02/23/23,West,Idaho,Boise,Diet Coke,0.4,3750,1500,600,0.40
BevCo,1128299,02/23/23,West,Idaho,Boise,Sprite,0.4,3750,1500,525,0.35
BevCo,1128299,02/23/23,West,Arizona,Phoenix,Fanta,0.4,2250,900,315,0.35
BevCo,1128299,02/23/23,West,Arizona,Phoenix,Powerade,0.45,1500,675,203,0.30
BevCo,1128299,02/23/23,West,Arizona,Phoenix,Dasani Water,0.4,3500,1400,350,0.25
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Coca-Cola,0.4,5000,2000,700,0.35
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Diet Coke,0.5,3500,1750,700,0.40
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Sprite,0.5,3500,1750,613,0.35
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Fanta,0.5,2250,1125,394,0.35
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Powerade,0.55,1250,688,206,0.30
BevCo,1128299,03/22/23,West,Arizona,Phoenix,Dasani Water,0.5,3250,1625,406,0.25
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Coca-Cola,0.5,5000,2500,875,0.35
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Diet Coke,0.55,3000,1650,660,0.40
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Sprite,0.55,3500,1925,674,0.35
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Fanta,0.5,2500,1250,438,0.35
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Powerade,0.55,1500,825,248,0.30
BevCo,1128299,04/23/23,West,Arizona,Phoenix,Dasani Water,0.7,3250,2275,569,0.25
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Coca-Cola,0.5,5250,2625,919,0.35
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Diet Coke,0.55,3750,2063,825,0.40
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Sprite,0.55,4000,2200,770,0.35
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Fanta,0.5,3000,1500,525,0.35
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Powerade,0.55,2000,1100,330,0.30
BevCo,1128299,05/24/23,West,Arizona,Phoenix,Dasani Water,0.7,3750,2625,656,0.25
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Coca-Cola,0.5,6250,3125,1094,0.35
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Diet Coke,0.55,4750,2613,1045,0.40
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Sprite,0.55,4750,2613,914,0.35
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Fanta,0.5,3500,1750,613,0.35
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Powerade,0.55,2250,1238,371,0.30
BevCo,1128299,06/23/23,West,Arizona,Phoenix,Dasani Water,0.7,5250,3675,919,0.25
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Coca-Cola,0.5,6750,3375,1181,0.35
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Diet Coke,0.55,5250,2888,1155,0.40
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Sprite,0.55,4750,2613,914,0.35
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Fanta,0.5,3750,1875,656,0.35
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Powerade,0.55,4250,2338,701,0.30
BevCo,1128299,07/22/23,West,Arizona,Phoenix,Dasani Water,0.7,4250,2975,744,0.25
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Coca-Cola,0.55,6250,3438,1203,0.35
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Diet Coke,0.6,5750,3450,1380,0.40
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Sprite,0.55,4500,2475,866,0.35
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Fanta,0.55,4000,2200,770,0.35
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Powerade,0.65,4000,2600,780,0.30
BevCo,1128299,08/23/23,West,Arizona,Phoenix,Dasani Water,0.7,3750,2625,656,0.25
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Coca-Cola,0.45,5750,2588,906,0.35
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Diet Coke,0.5,5750,2875,1150,0.40
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Sprite,0.45,4250,1913,669,0.35
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Fanta,0.45,3750,1688,591,0.35
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Powerade,0.55,3750,2063,619,0.30
BevCo,1128299,09/24/23,West,Arizona,Phoenix,Dasani Water,0.6,4250,2550,638,0.25
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Coca-Cola,0.45,5000,2250,788,0.35
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Diet Coke,0.5,5000,2500,1000,0.40
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Sprite,0.45,3250,1463,512,0.35
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Fanta,0.45,3000,1350,473,0.35
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Powerade,0.55,2750,1513,454,0.30
BevCo,1128299,10/23/23,West,Arizona,Phoenix,Dasani Water,0.6,3250,1950,488,0.25
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Coca-Cola,0.45,5000,2250,788,0.35
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Diet Coke,0.5,5250,2625,1050,0.40
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Sprite,0.45,3750,1688,591,0.35
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Fanta,0.45,3500,1575,551,0.35
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Powerade,0.55,3000,1650,495,0.30
BevCo,1128299,11/23/23,West,Arizona,Phoenix,Dasani Water,0.6,4250,2550,638,0.25
BevCo,1128299,12/22/23,West,Arizona,Phoenix,Coca-Cola,0.45,6250,2813,984,0.35
BevCo,1128299,12/22/23,West,Arizona,Phoenix,Diet Coke,0.5,6250,3125,1250,0.40
Target,1128299,12/22/23,West,Arizona,Phoenix,Sprite,0.45,4250,1913,669,0.35
Target,1128299,12/22/23,West,Arizona,Phoenix,Fanta,0.45,4250,1913,669,0.35
Target,1128299,12/22/23,West,Arizona,Phoenix,Powerade,0.55,3500,1925,578,0.30
Target,1128299,12/22/23,West,Arizona,Phoenix,Dasani Water,0.6,4500,2700,675,0.25
Target,1128299,01/26/23,West,Arizona,Phoenix,Coca-Cola,0.35,4750,1663,582,0.35
Target,1128299,01/26/23,West,Arizona,Phoenix,Diet Coke,0.45,4750,2138,855,0.40
Target,1128299,01/26/23,West,Arizona,Phoenix,Sprite,0.45,4750,2138,748,0.35
Target,1128299,01/26/23,West,Arizona,Phoenix,Fanta,0.45,3250,1463,512,0.35
Target,1128299,01/26/23,West,Arizona,Phoenix,Powerade,0.5,2750,1375,413,0.30
Target,1128299,01/26/23,West,Arizona,Phoenix,Dasani Water,0.45,4750,2138,534,0.25
Target,1128299,02/26/23,West,Arizona,Phoenix,Coca-Cola,0.35,5250,1838,643,0.35
Target,1128299,02/26/23,West,Arizona,Phoenix,Diet Coke,0.45,4250,1913,765,0.40
Target,1128299,02/26/23,West,Arizona,Phoenix,Sprite,0.45,4250,1913,669,0.35
Target,1128299,02/26/23,West,New Mexico,Albuquerque,Fanta,0.45,2750,1238,433,0.35
Target,1128299,02/26/23,West,New Mexico,Albuquerque,Powerade,0.5,2000,1000,300,0.30
Target,1128299,02/26/23,West,New Mexico,Albuquerque,Dasani Water,0.45,4000,1800,450,0.25
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Coca-Cola,0.45,5500,2475,866,0.35
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Diet Coke,0.55,4000,2200,880,0.40
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Sprite,0.55,4000,2200,770,0.35
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Fanta,0.55,2750,1513,529,0.35
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Powerade,0.6,1750,1050,315,0.30
Target,1128299,03/25/23,West,New Mexico,Albuquerque,Dasani Water,0.55,3750,2063,516,0.25
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Coca-Cola,0.55,5500,3025,1059,0.35
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Diet Coke,0.6,3500,2100,840,0.40
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Sprite,0.6,4000,2400,840,0.35
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Fanta,0.55,3000,1650,578,0.35
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Powerade,0.6,2000,1200,360,0.30
Target,1128299,04/26/23,West,New Mexico,Albuquerque,Dasani Water,0.75,3750,2813,703,0.25
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Coca-Cola,0.55,5750,3163,1107,0.35
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Diet Coke,0.6,4250,2550,1020,0.40
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Sprite,0.6,4500,2700,945,0.35
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Fanta,0.55,3500,1925,674,0.35
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Powerade,0.6,2500,1500,450,0.30
Target,1128299,05/27/23,West,New Mexico,Albuquerque,Dasani Water,0.75,4250,3188,797,0.25
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Coca-Cola,0.55,7000,3850,1348,0.35
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Diet Coke,0.6,5500,3300,1320,0.40
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Sprite,0.6,5500,3300,1155,0.35
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Fanta,0.55,4250,2338,818,0.35
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Powerade,0.6,3000,1800,540,0.30
Target,1128299,06/26/23,West,New Mexico,Albuquerque,Dasani Water,0.75,6000,4500,1125,0.25
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Coca-Cola,0.55,7500,4125,1444,0.35
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Diet Coke,0.6,6000,3600,1440,0.40
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Sprite,0.6,5500,3300,1155,0.35
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Fanta,0.55,4500,2475,866,0.35
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Powerade,0.6,5000,3000,900,0.30
Target,1128299,07/25/23,West,New Mexico,Albuquerque,Dasani Water,0.75,5000,3750,938,0.25
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Coca-Cola,0.6,7000,4200,1470,0.35
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Diet Coke,0.65,6500,4225,1690,0.40
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Sprite,0.6,5250,3150,1103,0.35
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Fanta,0.6,4750,2850,998,0.35
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Powerade,0.7,4750,3325,998,0.30
Target,1128299,08/26/23,West,New Mexico,Albuquerque,Dasani Water,0.75,4500,3375,844,0.25
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Coca-Cola,0.5,6250,3125,1094,0.35
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Diet Coke,0.55,6250,3438,1375,0.40
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Sprite,0.5,4750,2375,831,0.35
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Fanta,0.5,4250,2125,744,0.35
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Powerade,0.6,4250,2550,765,0.30
Target,1128299,09/27/23,West,New Mexico,Albuquerque,Dasani Water,0.65,4750,3088,772,0.25
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Coca-Cola,0.5,5500,2750,963,0.35
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Diet Coke,0.55,5500,3025,1210,0.40
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Sprite,0.5,3750,1875,656,0.35
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Fanta,0.5,3500,1750,613,0.35
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Powerade,0.6,3250,1950,585,0.30
Target,1128299,10/26/23,West,New Mexico,Albuquerque,Dasani Water,0.75,3750,2813,703,0.25
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Coca-Cola,0.6,5500,3300,1155,0.35
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Diet Coke,0.65,6000,3900,1560,0.40
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Sprite,0.6,4500,2700,945,0.35
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Fanta,0.6,4250,2550,893,0.35
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Powerade,0.7,3750,2625,788,0.30
Target,1128299,11/26/23,West,New Mexico,Albuquerque,Dasani Water,0.75,5000,3750,938,0.25
Target,1128299,12/25/23,West,New Mexico,Albuquerque,Coca-Cola,0.6,7000,4200,1470,0.35
Target,1128299,12/25/23,West,New Mexico,Albuquerque,Diet Coke,0.65,7000,4550,1820,0.40
FizzyCo,1128299,12/25/23,West,New Mexico,Albuquerque,Sprite,0.6,5000,3000,1050,0.35
FizzyCo,1128299,12/25/23,West,New Mexico,Albuquerque,Fanta,0.6,5000,3000,1050,0.35
FizzyCo,1128299,12/25/23,West,New Mexico,Albuquerque,Powerade,0.7,4250,2975,893,0.30
FizzyCo,1128299,12/25/23,West,New Mexico,Albuquerque,Dasani Water,0.75,5250,3938,984,0.25
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Coca-Cola,0.3,4500,1350,540,0.40
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Diet Coke,0.4,4500,1800,720,0.40
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Sprite,0.4,4500,1800,630,0.35
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Fanta,0.4,3000,1200,480,0.40
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Powerade,0.45,2500,1125,394,0.35
FizzyCo,1128299,01/13/23,West,New Mexico,Albuquerque,Dasani Water,0.4,4500,1800,450,0.25
FizzyCo,1128299,02/13/23,West,New Mexico,Albuquerque,Coca-Cola,0.3,5000,1500,600,0.40
FizzyCo,1128299,02/13/23,West,New Mexico,Albuquerque,Diet Coke,0.4,4000,1600,640,0.40
FizzyCo,1128299,02/13/23,West,New Mexico,Albuquerque,Sprite,0.4,4000,1600,560,0.35
FizzyCo,1128299,02/13/23,Southeast,Georgia,Atlanta,Fanta,0.4,2500,1000,400,0.40
FizzyCo,1128299,02/13/23,Southeast,Georgia,Atlanta,Powerade,0.45,1750,788,276,0.35
FizzyCo,1128299,02/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.4,3750,1500,375,0.25
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Coca-Cola,0.4,5250,2100,840,0.40
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Diet Coke,0.5,3750,1875,750,0.40
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Sprite,0.5,3750,1875,656,0.35
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Fanta,0.5,2500,1250,500,0.40
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Powerade,0.55,1500,825,289,0.35
FizzyCo,1128299,03/12/23,Southeast,Georgia,Atlanta,Dasani Water,0.5,3500,1750,438,0.25
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Coca-Cola,0.5,5250,2625,1050,0.40
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Diet Coke,0.55,3250,1788,715,0.40
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Sprite,0.55,3750,2063,722,0.35
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Fanta,0.5,2750,1375,550,0.40
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Powerade,0.55,1750,963,337,0.35
FizzyCo,1128299,04/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,3500,2450,613,0.25
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Coca-Cola,0.5,5500,2750,1100,0.40
